raw,processed,predict
"Sumpah emosi banget gabisa login padahal google play service slalu di perbarui tapi tetap gabisa login, aplikasi jelek",sumpah emosi banget tidak bisa login google play service perbarui tetap tidak bisa login aplikasi jelek,-1
hari ini 08 mei 21 tiba tiba akun udah logout.. pas login maaf tidak dapat di proses.. apaa coba maksud nya,mei tiba tiba akun logout pas login maaf proses coba maksud,-1
balekkan ovo saya. masa saya isi token listrik sampai sekaranf gak di kirim kirim kode token saya. saya gak terima.,balekkan ovo masa isi token listrik sekaranf kirim kirim kode token terima,-1
"Saya downlod ovo tiba"" gak bisa masuk..padahal security kode nya sama..gimana ini pihak ovo...kejelasan nya..jngn bls automatis replay bls nya",downlod ovo tiba masuk security kode pihak ovo kejelasan balas automatis replay balas,-1
Kode verifikasi salah padahal bener. Rubah kode sama aja salah terus . Penipu gua laporin saldo ngendap di apk,kode verifikasi salah benar rubah kode salah terus penipu laporin saldo ngendap aplikasi,-1
"gabisa login otomatis lg mohon diperbaiki,msh ada dana sedikit di apk ini,lg butuh tpi gabisa login hemm padahal nomer udh bener segala macem. udh parah ni apk lama",tidak bisa login otomatis diperbaiki dana aplikasi butuh tidak bisa login hemm nomer udah benar udah parah aplikasi,-1
"payah daftar aja dipersulit, kode gak dikirim kirim. giliran udh dikirim malah disuruh dri awal lagi trus gabisa.",payah daftar dipersulit kode dikirim kirim giliran udah dikirim disuruh awal terus tidak bisa,-1
Bikin kecewa pengguna tiap tf pin selalu gagal gk akan laku klo gini pelayanannya 👍kendala di no 1 kan urusan pengguna 0 besar payah beda sama yg sebelah tuh cepet transaksi apapun 😂,kecewa pengguna tf pin gagal gak laku pelayanannya kendala no urusan pengguna besar payah beda sebelah cepat transaksi apapun,-1
Kenpa ya susah sekli masuk ke aplikasi ovo padahal cuma masukin pin aja. Sehari aja udaj diblokir.. Toling diperbaiki sistemnya jangan bikin rumit.,kenpa susah sekli masuk aplikasi ovo masukkan pin sehari udaj diblokir toling diperbaiki sistemnya rumit,-1
Semakin jelek pelayanan nya tiba2 gak bisa login masuk akun krn eror... Tolong di perbaiki saya mau tarik saldo dr ovo,jelek pelayanan tiba login masuk akun eror perbaiki tarik saldo ovo,-1
Burukk.... Udah coba masuk kode verifikasi gak muncul Setelah di coba berulang akun di blokir Terburukkkkk....😡😡😡,burukk coba masuk kode verifikasi muncul coba berulang akun blokir terburuk,-1
"Baru top up 200rb lewat mbanking pas buka apk ovo gk bisa, harus login lagi dan terjadi kesalahan? PARAAAAAH",top up ribu lewat mbanking pas aplikasi ovo gak login terjadi kesalahan parah,1
"kode otp ga muncul2, banyak potongan admin juga, udh dipotong di bank, saldo ovo yg masuk jg berkurang",kode otp muncul potongan admin udah dipotong bank saldo ovo masuk berkurang,-1
Mempersulit untuk top up di proses nya lama kena tipu lagi kode nya gak masuk masuk uang nya hilang asu asu,mempersulit untuk top up proses kena tipu kode masuk masuk uang hilang asu asu,-1
Kenapa saya diblokir padahal kode scuriti saya bnr. Saya pembayaran kuota melalui ovo diyatakan sukses apa tidak pas mau masuk ovo knpa diblok akun saya.,diblokir kode scuriti benar pembayaran kuota ovo diyatakan sukses pas masuk ovo diblok akun,-1
Knapa kode frvikasi g masuk trus padahal sudah d isi dngn lngkap. Hmmm gmna gtu rasa y. Saya kasih bintang 1 dl kl bagus kasih tambah 4 bntng,knapa kode frvikasi masuk terus isi lngkap hm gimana gitu rasa bintang kalo bagus tambah bntng,-1
Apk eror ga bisa login terus pas mau masukin sandi ngulang ngulang tolong di perbaiki dan ditingkatkan lagi,aplikasi eror login terus pas masukkan sandi mengulang mengulang perbaiki ditingkatkan,-1
Mau login kode verifikasi nya ga ada terus kena blokir lagi mantap dah dah bintang 1 cukup saya rasa buat OVO,login kode verifikasi terus kena blokir mantap bintang cukup rasa ovo,1
"Ni apk ovo saya kok gk bisa login ya, udah pke sidik jari sama pke password tpi tetep gk bisa, bikin password ulang jga sama aja",aplikasi ovo gak login pakai sidik jari pakai word tetap gak word ulang,-1
Masukin kode aj sama yg d ketik gx sama👎yg di ketik 6 digit angka semua.yg di kirim sms angka sama huruf.. Gx nyambung,masukkan kode aja ketik ketik digit angka kirim sms angka huruf menyambung,-1
ovo nya error terus...pk sidik jari salah pake pin salah padahal udah bener..tolong diperbaiki,ovo error terus penjahat kelamin sidik jari salah pakai pin salah benar diperbaiki,-1
Apk nya ribet sekarang Mau masuk aja gak bisa Uang aku juga masih ada di apk ini Suruh minta kode gak di kirim Malah di kirim in link Saya nyesal pakae ovo,aplikasi ribet masuk uang aplikasi suruh meminta kode kirim kirim link nyesal pakae ovo,-1
Kenapa saya ga bisa login masuk no ovo aja ga bisa terus kesalahan jaringan maksdnya apa prg saya daftar ovo dah lama kecewa saya,login masuk no ovo terus kesalahan jaringan maksdnya pergi daftar ovo kecewa,-1
Ini knpa jd ribe gni sh ovo tuh.bntr2 update.bntr2 hrs login lg.mna dkrim kode otp ny ga lgsg msuk.dlu prasaan enak.sekarang jd ngrasa kurang nyaman pke nya,jadi ribe sh ovo bentar update bentar login dkrim kode otp langsung masuk perasaan enak jadi ngrasa kurang nyaman pakai,-1
knpa ya pas udah login paswod jadi ga bisa masuk ke akun saya tdinya mau top up.bantuannya min saya udh lma pake ovo tpi skrng jdi gini ya,pas login paswod jadi masuk akun tdinya top up bantuannya min udah pakai ovo jadi,-1
Woy knp g bisa di buka ovo aqw hbs di perbarui kok gini login ulang jga g bisa Udh top up saldo lgi g bisa di buka,woy ovo aqw habis perbarui login ulang udah top up saldo,-1
Ovo saya kenapa keblok ya Uang saya ada di situ semua Gimana ini cara ngembaliinnya Kualitasnya ko jelek begini sih Masa kode yang saya masukan salah trs,ovo keblok uang situ cara ngembaliinnya kualitasnya jelek masa kode masukan salah terus,-1
"Setelah updet ovo gua error ya gak bisa login mana mau transaksi, Gara-gara ovo malu gua mana kaga pegang cash lagi",updet ovo error login transaksi gara gara ovo malu pegang cash,-1
Tolong di tiadakan login pakai verifikasi sms.kalu salah 3 kali masukan pin baru verifikasi sms.,tiadakan login pakai verifikasi sms salah kali masukan pin verifikasi sms,-1
Halo kak aku pangguna baru ovo aku dah masukin nomor ku tinggal kode verivikasi kok kode nya belum dikirim,halo kak pangguna ovo masukkan nomor ku tinggal kode verivikasi kode dikirim,-1
"Dikit2 login ulang ribet banget, mana nmr udh hangus, harus tlp cs. Ngluarin pulsa lagi",dikit login ulang ribet banget nomor udah hangus telepon cs ngluarin pulsa,-1
Ini knp ovo saya kok tau2 sig out pas login ga bs terima sma.. gagal lg.. gagal ky..kirim ulang begitu jg ntar takut nya ujung2 nya di blok lgi,ovo tahu sig out pas login terima gagal gagal kirim ulang takut blok,-1
"Kenapa saya gk login apk ovo ini,udh masukin email harus verifikasi Tapi gk masuk apk nya tidak memadai",gak login aplikasi ovo udah masukkan email verifikasi gak masuk aplikasi memadai,-1
Woy ahh kacau .. Mau login sms verifikasi gk nongol njim babi .. Akhir nya malah kena blok .. Mana cs pengaduan ny ngentottt,woy ah kacau login sms verifikasi gak nongol njim babi akhir kena blok cs pengaduan ngentot,-1
Kecewa klo kayak gini.kode security udah bener.tpi GK bisa kebuka.giliran lupa kode security invalid parameter.maksudanya apa ini.klo kayak gini bikin kecewa..,kecewa kode security benar gak kebuka giliran lupa kode security invalid parameter maksudanya kecewa,-1
Ka gimana ya ovo sya ga bsa login lgi Krna ni sya masa aktf.a udah abis katru XL.a Dan saya cuma pke WiFi Trus ada saldo 50rb dr prakerja Gimana sya mau ambil uang.a ya ...,kakak ovo login masa aktf habis katru xl pakai wifi terus saldo ribu prakerja ambil uang,-1
Uang saya kok gk bisa di tarik masukin kode kok slh trs aneh padahal udh benar kode nya gmna dong sangat mengecewa kn,uang gak tarik masukkan kode salah terus aneh udah benar kode gimana mengecewa,-1
ovo yang benar dah. dikit dikit akun di blokir.. capek ganti pin mulu tau,ovo benar dikit dikit akun blokir cape ganti pin terus tahu,-1
Guwe bakalan kasih ranting asal bisa login kembali Jadilah aplikasi yang berguna balikin saldo guwe . Jngan jd pencuri,guwe ranting asal login kembali jadilah aplikasi berguna balikin saldo guwe jadi pencuri,-1
"Hrs masukin kode secu tiap buka aplikasi, curigaan banget, mending kasih sensor kalo bedatangan baru ada kode securnya, ngrepoti aja kayak telekomsel",masukkan kode secu aplikasi curigaan banget lebih baik sensor bedatangan kode securnya ngrepoti telekomsel,-1
pihak ovo nomer saya ini baru kok dipakek aktivasi...masukakan kode yg saya masuk kan kok salah pdahal baru id cart nya aja baru,pihak ovo nomer dipakek aktivasi masukakan kode masuk salah id canya,-1
"Saldo gua coyyyyyyyyyyyyyy gara"" kepencet ganti akun trus mau masuk kode verivikasi gak masuk aplikasi gajelassssssssss.",saldo coy gara kepencet ganti akun terus masuk kode verivikasi masuk aplikasi enggak jelas,-1
