raw,processed,Sentimen
"Saya sangat kecewa dengan aplikasi dana ini, transaksi sering gangguan dan saat menghubungi bantuannya sulit banget. Lewat menu bantuan chat 2 hari tidak ada balasan. Sangat mengecewakan.....",kecewa aplikasi dana transaksi gangguan menghubungi bantuannya sulit banget lewat menu bantuan chat balasan mengecewakan,
"diskon, promo, cashback, hanya hiasan aplikasi. Udah transaksi gak pernah dapat cashback, transaksi masih lambat dan ribet. Harus sabar pakainya",diskon promo cashback hiasan aplikasi transaksi cashback transaksi lambat ribet sabar pakainya,
"Sumpah nii aplikasi recomend bangett, sangat mudah di gunakan dan di akses, berasa punya Semua Rek. Bank dalam 1 aplikasi .. Apa lagi setiap bulan kita di kasih Gratis tranfer 10x, itu sangat"" luar biasa menurutku, kalo untuk ulasan, saran saya lebih baik kedepannya suport untuk top up di semua minimarket, hehehe ..",sumpah aplikasi recomend banget mudah gunakan akses berasa punya rek bank aplikasi bulan gratis tranfer luar menurutku untuk ulasan saran baik kedepannya supountuk top up minimarket hehehe,
"Saya downlod ovo tiba"" gak bisa masuk..padahal security kode nya sama..gimana ini pihak ovo...kejelasan nya..jngn bls automatis replay bls nya",downlod ovo tiba masuk security kode pihak ovo kejelasan balas automatis replay balas,
"Wah jujur seneng banget pakai akun OVO. Untuk kalian yang sering ngalamin kendala seperti pembelian pulsa blum di app, sebenernya itu udh, tpi emang di apknya kyk gtu. Atau mungkin krna jaringan kalian. Hm, mau tanya juga nih, kok setiap top up itu dikurangi 1000 tujuannya untuk apa?",jujur senang banget pakai akun ovo untuk ngalamin kendala pembelian pulsa app udah apknya kayak gitu jaringan hm tanya top up dikurangi tujuannya untuk,
"Dana utk pembayaran di pom bensin Shell seringkali tidak terkoneksi sehingga mengakibatkan waktu terbuang bagi kita yg mengisi bahan bakar ketika mau berangkat kerja. akibatnya kita terpaksa menggunakan dompet online yg lainnya. itupun kalau kebetulan ada dana di dompet online lainnya. tolong perbaikannya. thanks. sekedar info sudah, hal ini terjadi dalam tempo 3 kali pengisian.",dana untuk pembayaran pom bensin shell seringkali terkoneksi mengakibatkan waktu terbuang mengisi bahan bakar berangkat kerja akibatnya terpaksa menggunakan dompet onlen itupun kebetulan dana dompet onlen perbaikannya terima kasih sekedar informasi terjadi tempo kali pengisian,
Parah banget padahal PINnya udh bener tapi malah ke blok Giliran mau di pulihkan pin di tlpn call canternya ga terdaftar haruhh tolong di perbaiki lagi adminn,parah banget pinnya udah benar blok giliran pulihkan pin telepon call canternya terdaftar haruhh perbaiki adminn,
"Sayangnya transfer, bayar tagihan dan tarik tunai belum aktif. Semoga BCA cepat mengaktifkannya",sayangnya transfer bayar tagihan tarik tunai aktif semoga baca cepat mengaktifkannya,
Ma.af tdk bisa kasih bitang bnyk. Karna transaksi saya gagal melulu kalo sdah top up luar biasa cepat masuk nya tapi kalo transfer selalu coba lagi dan coba lagi. Tolong ya tingkatkn lagi jngn sampai transaksi pelanggan terganggu dan mengakibatkn penggiat atau pemakai aplikasi ovo berkurang,af bitang transaksi gagal melulu top up luar cepat masuk transfer coba coba tingkatkn transaksi pelanggan terganggu mengakibatkn penggiat pemakai aplikasi ovo berkurang,
Sebenernya bagus. Tapi sayang jebule hoax banget pake apk ini transaksi transfer antar bank & tarik tunai bebas biaya alias gratis.,bagus sayang jebule isu bohong banget pakai aplikasi transaksi transfer bank tarik tunai bebas biaya alias gratis,
"ribet,,foto selfi gagal terus,,,,pake harus gerak gerik wajah,,,,padahal foto sama ktp sama,,,poeeeeekkkk Byby ovo",ribet foto selfi gagal terus pakai gerak gerik wajah foto ktp poek byby ovo,
"Hampir 3 hari minta pergantian no Dana blm ada jawaban, karena no yang lama sudah tidak aktif dan tidak bisa menerima kode OTP, karena saya butuh untuk transaksi, dan sampe hari ini login pake sandi pengenal wajah tetap ga bisa harus ada kode OTP bagaimana ini bos?? Apakah saya harus beralih ke tetangga sebelah?? Tolong direspon!",meminta pergantian no dana jawaban no aktif menerima kode otp butuh untuk transaksi login pakai sandi pengenal wajah tetap kode otp bos beralih tetangga sebelah direspon,
"Apk sangat membantu sekali dalam mentransfer uang, mengisi pulsa dll. proses cepat hanya dalam hitungan detik langsung masuk, pokoknya bagus..👍👍",aplikasi membantu mentransfer uang mengisi pulsa dan lain-lain proses cepat hitungan detik langsung masuk pokoknya bagus,
"Ini mah penipuan namanya, saya mah narik saldo link aja lewat ATM eeh tau tau uangnya tidak keluar dan saldo link saya sudah berkurang Terus saya hubungi pihak link aja di suruh nunggu 14×24 masa kerja jam dan saya tunggu sampai sekarang saldo saya tidak dikembalikan padahal sudah lewat 14×24 jam sudah 1 bulan pihak link aja kemana Kok ngelakuin penipuan gini, receh bngt otak kalian",mah penipuan namanya mah menarik saldo link lewat atm eeh tahu tahu uangnya keluar saldo link berkurang terus hubungi pihak link suruh menunggu masa kerja jam tunggu saldo dikembalikan lewat jam bulan pihak link kemana melakukan penipuan tidak menarik banget otak,
"Developer ga tau kalau ni aplikasi di tahun 2021 sekarang banyak masalah, aku liat komentar banyak yang bilang gini transfer pun loading dikira gagal Jadi tolong lah ini sangat-sangat penting banget demi masa depan ku please help developer tolong perbaiki segera jangan tunggu nanti² kelamaan",developer tahu aplikasi tahun masalah lihat komentar bilang transfer loading dikira gagal jadi penting banget masa ku help developer perbaiki tunggu kelamaan,
"Krn Apl gak sengaja uninstall, jd trpaksa install ulang. Disitulah awal bencananya. Harus registrasi ulang, disuruh masukin data : nama, email, tgl lahir (anehnya no HP nya justru gak). Nah, walau isi data sdh benar tp Apl selalu bilang Gagal. Ternyata SMS verifikasi dikirim diam2 sampai belasan kali, yg artinya memotong pulsa Rp 500/sms. Pdhl tidak pernah bisa msk dlm Apl. Pulsa habis dg sia-sia, dan Apa boleh buat Saldo dlm akun Sakuku juga terbang sia-sia... 🙄🙄🙄",apl sengaja uninstall jadi trpaksa install ulang disitulah awal bencananya registrasi ulang disuruh masukkan data nama email tanggal lahir anehnya no handphone isi data benar apl bilang gagal ternyata sms verifikasi dikirim diam belasan kali artinya memotong pulsa rp sms masuk apl pulsa habis sia sia saldo akun sakuku terbang sia sia,
"Ga pernah puas pake app ini, selalu aja ada kendalanya, makanya berulang kali gua install apus. Sekarang, giliran lagi urgent butuh, mau log in aja sms otentikasi aja ga nyampe nyampe, heran heran.",puas pakai app kendalanya berulang kali install hapus giliran urgent butuh log sms otentikasi heran heran,
"Pengen beli pulsa kok ga muncul muncul tampilannye,padahal jaringan stabil. Tapi cuma hanya menu pulsa ga muncul muncul. Tolong diperbaiki boss",beli pulsa muncul muncul tampilannye jaringan stabil menu pulsa muncul muncul diperbaiki,
Minus nya Sering error. Klok di buka cuma muncul logo nya aja. Trus ngakalin nya cuma bisa dgn cara uninstal baru download lagi dan itu nyebelin bgt. Tolong pihak link aja sistem nya di perbaiki lagi,minus error kalo muncul logo terus ngakalin cara uninstal download menyebalkan banget pihak link sistem perbaiki,
Berapa lama lagi saya harus nunggu????? Ini sudah hari ke 7!!!! Ini sudah hari ke 5 dari saya buat laporan. Kenapa blm selesai juga? Ini aplikasi aman atau ga sih? Banyak ulasan dengan kasus yg sama juga Transfer ke rekening bank sudah 2 hari ga masuk masuk!! Ada apa sih sm Dana? Biasa jg langsung masuk ke rekening.,menunggu laporan selesai aplikasi aman ulasan kasus transfer rekening bank masuk masuk dana langsung masuk rekening,
Top up via permata bank. Dari permata ud sukses tp saldo tak kunjung masuk. Cs di chat ga ada respon,top up via permata bank permata sukses saldo kunjung masuk cs chat respon,
"Bgus aplikasi ini, tp sy kmren punya dana jg tp gk kpake lg, tp dana yg sy cairan leinya kdana yg lm, ky mn cra nutup dana yg lm mba, mas",bagus aplikasi kemarin punya dana gak kpake dana cairan leinya kdana lm cra nutup dana lm mbak mas,
"1. Saya belum tau keuntungan transaksi dengan linkaja 2. Jika isi saldo apakah ada 3 kode transfer dibelakangnya? 3. Digambar tertulis hemat s/d 2juta, penjelasannya?",tahu keuntungan transaksi linkaja isi saldo kode transfer dibelakangnya digambar tertulis hemat juta penjelasannya,
"Kecewa sekali melakukan transaksi di apk OVO , sungguh mengecewakan.. kenapa sekarang saya tidak bisa melakukan transfer ke akun bank.. sudah 3hari saya coba terus tidak bisa juga Sangat memalukan pemakaian OVO sekarang",kecewa melakukan transaksi aplikasi ovo sungguh mengecewakan melakukan transfer akun bank coba terus memalukan pemakaian ovo,
Ovo sendang tidak beres jangan di download mending ganti dan pakai aplikasi sebelah .. masa iya akun tiba tiba Log out sendiri .. mana nomor yang gue pakai sudah tidak aktif dan di ovo tersebut ada saldonya huftt,ovo sendang beres download lebih baik ganti pakai aplikasi sebelah masa akun tiba tiba log out nomor pakai aktif ovo saldonya huftt,
Verifikasi selalu gagal terus utk menaikan ke Akun PREMIUM.. dana gk bisa ditarik..gagal terus setiap mau daftar Prosedur sdh di ikuti tapi masih gagal.. percuma naro dana..tapi gk bisa di ambil.. parahh..RIBET..!!!!!!!,verifikasi gagal terus untuk menaikan akun premium dana gak ditarik gagal terus daftar prosedur ikuti gagal naro dana gak ambil parah ribet,
Ko mau masuk ajha susahnya mnta ampun.. Sudah masuk keluar lagi masuk lagi keluar lg kya mau main cilukba..,masuk susahnya minta ampun masuk keluar masuk keluar kaya main cilukba,
"Tolong dong, di perbaiki lagi! Saat saya ingin verifikasi wajah justru tidak bisa karena kamera depan saya rusak. Tolong adain fitur untuk kamera belakang buat verifikasi wajah. Dan juga saat mendeteksi KTP adain fitur ngambil foto KTP nya dari galeri, soalnya kalau foto pakai aplikasi dana selalu ngeblur tapi kalau kamera biasa malah bagus!!!!!!!!!!!!!!!!!!",perbaiki verifikasi wajah kamera rusak mengadakan fitur untuk kamera belakang verifikasi wajah mendeteksi ktp mengadakan fitur mengambil foto ktp galeri soalnya foto pakai aplikasi dana ngeblur kamera bagus,
Saya transfer ke bank pending 24 jam dari aplikasi sudah berhasil tapi gak ada masuk ke rekening... Saya sudah lapor ke cs dana kak.. kata cs sudah berhasil tapi saya cek tidak masuk saya sudah kirim bukti,transfer bank pending jam aplikasi berhasil masuk rekening lapor cs dana kak kata cs berhasil cek masuk kirim bukti,
"saya KECEWA DENGAN aplikasi ini, sejak kemarin saya mau tarik tunai, kirim uang, beli pulsa, beli data dll kok ga bisa2... bahkan UNTUK UPGRADE PUN juga ga bisa2... akhirnya nyesal.juga saya deposit BANYAK2, AKHIRNYA UANG SAYA GA BISA DI APA2KAN DI APLIKASI INI",kecewa aplikasi kemarin tarik tunai kirim uang beli pulsa beli data dan lain-lain untuk upgrade nyesal deposit uang aplikasi,
Saya Mau Tanya Klo Untuk Ganti Dana Ke Hp Baru Gimana???Tapi Dengan Nomer Baru.Sedangkab Saya Sudah Ada Data Di Nomer Lama.Masalahnya Nomer Saya Sudah Keblokir Dan Tidak Bisa Di Gunakan.Mohon Bantuannya.....,tanya untuk ganti dana handphone nomer sedangkab data nomer masalahnya nomer keblokir gunakan bantuannya,
"Disaat aplikasi dikasih bintang 1, tim Dana Cepat banget ngerespon, disaat keluhan krn transfer menunggu2 responnya tidak ada, chat WA tdk ada respon, telepon CS yg jawab mesin dengan jawaban2 otomatis. Ini uang orang lho yg terpending, kalo gak bisa menyelesaikan secara cepat dan tepat ngapain kalian buat aplikasi dengan segala macam bentuk iklan yg luar biasa?",disaat aplikasi dikasih bintang tim dana cepat banget merespons disaat keluhan transfer menunggu responnya chat whatsapp respon telepon cs jawab mesin jawaban otomatis uang orang lho terpending menyelesaikan secara cepat tepat sedang apa aplikasi bentuk iklan luar,
Kenapa transaksi sesama ovo mesti ada minimal hrga'a????pake dibatasi???apk tetanggal trnsaksi sesama gda minimal hrga'a....mw seribu mw 1 perak pun msih ttp bs....hrus'a bs sperti itu biar mempermudah....,transaksi ovo mesti minimal hrga pakai dibatasi aplikasi tetanggal trnsaksi enggak ada minimal hrga now watching seribu now watching perak tetap mempermudah,
"Mau regist trus ajah dibilang gagal verivikasi, udh brapa kali kirim pesan -.-*) udh gitu dibilang koneksi terputus, segitu koneksi baik'ajh ckck",regist terus dibilang gagal verivikasi udah kali kirim pesan udah dibilang koneksi terputus segitu koneksi baik ck,
Penggunaan link aja pada aplikasi kereta api acces seharusnya transaksi pembayaran untuk pemesanan yang kedua/ketiga dst pakai konfirmasi no hp dan pin lagi. Jd tdk lgsung masuk tanpa memasukkan no hp dan pin,penggunaan link aplikasi kereta api acces transaksi pembayaran untuk pemesanan kedua ketiga dan seterusnya pakai konfirmasi no handphone pin jadi langsung masuk memasukkan no handphone pin,
Kerjasama aplikasi linkaja dengan mitra lain masih belum terkoordinasi dengan baik untuk melayani pengguna aplikasi linkaja,kerjasama aplikasi linkaja mitra terkoordinasi baik untuk melayani pengguna aplikasi linkaja,
"Aplikasi bagus tapi sayang ngg difasilitasi admin CS yg memadai,, CS WA cuma 1 doang, kalo ada masalah apa apa yg butuh respon cepat ngg bsa ditangani. Upgrade ke dana premium ngg bsa verifikasi ktp, pdhal foto jelas. mungkin krna masa ex ktp ku 2017 jdi ngg bsa dipindai, tpi itu bukn kesalahn dri sya krna pemerintah mmberlakukan ktp seumur hidup. Dialihkan verifikasi lewat email, udah ngumpulin segala mcam berkas smpai KK, ktanya fastt respon, tpi buktinya smpai sekarang belum juga selesai",aplikasi bagus sayang difasilitasi admin cs memadai cs whatsapp doang masalah butuh respon cepat ditangani upgrade dana premium verifikasi ktp foto jelas masa mantan ktp ku jadi dipindai kesalahn pemerintah mmberlakukan ktp seumur hidup dialihkan verifikasi lewat email ngumpulin mcam berkas kakak katanya fastt respon buktinya selesai,
Kenapa sih ovo sekarang ribet bngt..dan setiap mau melakukan transper kesesama ovo gagal terus dan dah 2 hari melakukan tranper gagal terus...dah ber bagai cara dilakukan..tapi tetap aza ha bisa...tolong diper baiki lagi..ovo saya dah primer..,ovo ribet banget melakukan transper kesesama ovo gagal terus melakukan tranper gagal terus ber cara dilakukan tetap tertawa diper baiki ovo primer,
Hampir 2 bulan tdk bisa menarik saldo dana dgn alasan keamanan Pertama hubungi via email lama responnya dan akhix balasanya itu² saja.terus via call katanya masih ditinjau disuruh nunggu tanggal 6 juli.. Dan tgl 6 juli hasilnya sama saja Padahal sudah melengkapi semua yang dbutuhkan.mulai dengan kirim detail transaksi dll Dan sudah kirm video selfi beserta lapak usaha. Dan hingga smpai saat ini masih bgtu saja Dan disuruh lagi krim detail trnasaksi dll Ini yg koplak siapa? Dichat WA slalu sibuk,bulan menarik saldo dana alasan keamanan pertama hubungi via email responnya akhix balasanya terus via call katanya ditinjau disuruh menunggu tanggal juli tanggal juli hasilnya melengkapi dbutuhkan mulai kirim detail transaksi dan lain-lain kirm video selfi beserta lapak usaha disuruh krim detail trnasaksi dan lain-lain kocak dichat whatsapp sibuk,
Tolong kpada pihak ovo tolong buka blokan saya krna saldo saya msih bnyk dlam aplikasi mhon pengertian nya saya sangat mnta tolong bukaan blok akun saya: ari putra pertama,pihak ovo blokan saldo aplikasi mhon pengertian minta bukaan blok akun ari putra pertama,
Kenapa tidak bisa masuk ke akun ya waktu security code dan pas pindah akun waktu masuk lagi kenapa tidak bisa selalu terjadi kesalahan...,masuk akun waktu security code pas pindah akun waktu masuk terjadi kesalahan,
"Sialan saya isi saldo gak masuk2 gue coba hubungi CS malah berbelit2, coba hubungi lewat E-mail disuruh tunggu tp saldo saya masih gk masuk2 kampreet dah",sialan isi saldo masuk coba hubungi cs berbelit coba hubungi lewat mail disuruh tunggu saldo gak masuk kampreet,
Minta tolong kasik menu untuk hapus rekening transfer yang sudah tersimpan didaftar tranfer linkaja supaya bisa tranfer kerekening lainnya. Karna kalau sudah ada beberapa daftar rekening gak bisa memasukkan rekening baru lagi. Terima,meminta kasik menu untuk hapus rekening transfer tersimpan didaftar tranfer linkaja tranfer kerekening daftar rekening memasukkan rekening terima,
"Saya narik saldo dari aplikasi snack vidio ke dana 50000 tapi masuk ke dana 47500 apaka emang ada potongan sekarang,mohon penjelasannya",menarik saldo aplikasi snack vidio dana masuk dana apaka potongan penjelasannya,
info merchant offline nya gak bisa dibuka.ketika ingin melihat merchant offline yg bekerja sama dengan sakuku tidak bisa?saya hanya ingin tahu merchant offline itu mana saja.,informasi merchant oflen dibuka melihat merchant oflen bekerja sakuku tahu merchant oflen,
"Aplikasi sangat bagus dan membantu, tapi saya ingin memberikan saran untuk menambahkan layanan untuk pengisian shopeepay agar pengguna dapat dengan mudah mengisi shopeepay melalui dana. Semoga saran saya bisa didengar oleh pihak dana, terimakasih.",aplikasi bagus membantu memberikan saran untuk menambahkan layanan untuk pengisian shopeepay pengguna mudah mengisi shopeepay dana semoga saran didengar pihak dana terimakasih,
"maaf mau nanya, sy pengguna sakuku, tapi saya mau rubah pin, dan responnya reinstall, lalu saya reinstal, sesudah itu tampilan seperti buat baru lagi, sdh sy isi tp saya gak bisa log in, kan harus kirim sms, sedangkan sms selalu tidak bisa terkirim. mohon bantuannya. nomor dan paket data smua sama, sy jg pnya plsa.",maaf tanya pengguna sakuku rubah pin responnya reinstall reinstal tampilan isi log kirim sms sms terkirim bantuannya nomor paket data punya pulsa,
"saya ingin kasih saran agar aplikasi dana lebih baik lagi kedepannya. sebaiknya saat ingin masuk keaplikasi dana, kode OTP bisa dikirim melalui email juga agar saat nomor hp hilang tidak ribet. Tolong donk diperbaikin",saran aplikasi dana baik kedepannya sebaiknya masuk keaplikasi dana kode otp dikirim email nomor handphone hilang ribet diperbaikin,
Sumpah kecewa dengan layanan DANA. Mau mayar tapi kok kode OTP nya lama gak di kirim2 sampai2 akun dana saya di bekukam 1jam. Tolong dong pihak dana. Kerja nya yang seriud,sumpah kecewa layanan dana mayar kode otp kirim akun dana bekukam jam pihak dana kerja seriud,
Tolong dong saldo dana saya di balikin kemarin saya transfer saldo ke rekening orang pake gris disini udah kepotong tapi yg di sana katanya belum masuk gimna ni? Sampe sekarang udah 3 hari saldo dana saya belum dibalikin di riwayat pengiriman dalam proses trus aja gitu parah pake qris dana kalo sampe lebih dari 1 minggu saldo saya belum balik saya uninstal deh👎👎 udah parah dana gk mau bertanggung jawab dan tidak ganti rugi saldo saya yg lg ngendap gk tau kemana riwayat dalam proses terus 😠😠,saldo dana balikin kemarin transfer saldo rekening orang pakai gris kepotong katanya masuk gimana saldo dana dibalikin riwayat pengiriman proses terus parah pakai qris dana minggu saldo balik uninstal deh parah dana gak bertanggung jawab ganti rugi saldo ngendap gak tahu kemana riwayat proses terus,
"Saya mau tanya, kenapa verikasi wajah saya koq tidak valid.!?? Padahal awal saya daftar saya sudah premium & sudah selfi juga buat video wajah. Mohon jawaban.",tanya verikasi wajah valid awal daftar premium selfi video wajah jawaban,
"Apps nya sering eror, fitur2 ngk bisa diakses Saya pengguna ovo premier setiap saya klik fitur Invest Keterangannya ""saat ini ovo invest belum tersedia"" padahal udah hampir 5 tahun selalu seperti itu Aneh 🤬",apps eror fitur diakses pengguna ovo premier klik fitur invest keterangannya ovo invest tersedia tahun aneh,
"Kak karena no yg terdaftar di ovo no gak aktif lagi ,, saya coba gant no dan saya isi lagi ovo untuk transaksi Ttp gagal di ovo nya ,, email sdh terdaftar Saya kan punya email 1 dan hanya ingin ganti no saja Mohon bantuannya Karena saya sdh terlanjur isi ke no yg baru",kak no terdaftar ovo no aktif coba gant no isi ovo untuk transaksi tetap gagal ovo email terdaftar punya email ganti no bantuannya terlanjur isi no,
"Seharusnya metode top up nya di tambah lagi bisa ke Indomaret, krna disini juga susah gada alfamaret, g punya atm karna masih dibawah umur:( mau ngaduin keluhan sesuai anjuran di email juga malah dibales pake ktp aja, sedangkan info nya klo gada ktp bisa pake kk aja trs dikasih tau kalo masih dibawah umur-_-",metode top up tambah indomaret susah tidak ada alfamaret punya atm dibawah umur ngaduin keluhan sesuai anjuran email dibales pakai ktp informasi tidak ada ktp pakai kakak terus dikasih tahu dibawah umur,
Ini knpa jd ribe gni sh ovo tuh.bntr2 update.bntr2 hrs login lg.mna dkrim kode otp ny ga lgsg msuk.dlu prasaan enak.sekarang jd ngrasa kurang nyaman pke nya,jadi ribe sh ovo bentar update bentar login dkrim kode otp langsung masuk perasaan enak jadi ngrasa kurang nyaman pakai,
"Saya mau top up game FF, katanya ada promo tp ko tetep harus bayar normal nya harga, padahal dana saya sudah premium, kalau gak ada penjelasan hari ini nanti kasih bintang 1, secepatnya di perbaiki",top up permainan ff katanya promo tetap bayar normal harga dana premium penjelasan bintang secepatnya perbaiki,
Kira2 bisa gak saya pakai akun dana atau ovo buat pinjaman online..kira2 bisa di kirim gak pinjaman kita ke akun dana atau ovo...soal nya kartu rekening saya hilang apa bisa pakai no rek istri mohon pencerahan,kira pakai akun dana ovo pinjaman onlen kira kirim pinjaman akun dana ovo soal kartu rekening hilang pakai no rek istri pencerahan,
"Wahhh gilaa sih applikasinya ini sangat sangat membantu deh, memudahkan saya melakukan banyak transaksi seperti pembayaran bpjs, naik kereta api, bayar pajak, isi token listrik, beli pulsa, quota, dan masih banyak lagi sih yang bekerja sama dengan link jadi super membuat kitaa melakukan aktivitas lebih mudah!!! Sukses selalu buat link aja tingkatkan terus layanan nya supaya semakin cinta pakai link ajaa, ayoo download juga di playstore yak mantaap",gila applikasinya membantu deh memudahkan melakukan transaksi pembayaran bpjs naik kereta api bayar pajak isi token listrik beli pulsa kouta bekerja link jadi super membuat melakukan aktivitas mudah sukses link tingkatkan terus layanan cinta pakai link ayo download playstore mantap,
"Maau transfer shppay jadi susah, katanya ada kendala dari pihak dananya. Klo gitu harusnya di benerin dong. Padahal tadi siang buat top up diamond bisa, ini mau transfer aja ga bisa-bisa",transfer shppay jadi susah katanya kendala pihak dananya benerin siang top up diamond transfer,
kereeeen.. mempermudah kita tf.. tapi aku cuma bsa tf ke sesama yg punya dana aja..karena aku gak punya atm. dan gak ada buku tabungan.. sangat membantu,keren mempermudah tf tf punya dana punya atm buku tabungan membantu,
"Aplikasimu wes 2 minggu ra kenek bukak cok. Saldoku sek okeh nang kunu pie ki suu. Meh TF ra iso, cokk asu celehh..",aplikasimu wes minggu ra kenek cok saldoku sek okeh nang kunu pie ki suu meh tf ra iso cokk asu celehh,
"Dana makin lama makin kacau , pembaruann malah nambah ga jelas . Apk makin lemot , makin erorr . Sudah hub cs katanya sudah bisa login . Boro2 , buka aja layar nya lgsg putig semuaa . Mana terkait ke prakerja , pusingg-_-",dana kacau pembaruann bertambah jelas aplikasi lambat erorr hubungi cs katanya login layar langsung putig semuaa terkait prakerja pusingg,
Knp skrng agak susah ya top up dana suka telat..smlm jam 21.30 sya top up ditanggal 26 juli 2021..sampe skrng saldo saya tdk ada yg msk..saya sudah konfirmasi kepihak konternya..ktnya sudah berhasil dikirim jam 22.40..tolong dong kondisikan..,susah top up dana suka terlambat smlm jam top up ditanggal juli saldo masuk konfirmasi kepihak konternya katanya berhasil dikirim jam kondisikan,
Permisi kak🙏 Cuma mau bilang... Knp setiap kali aku mau top up dana ke no dana aku kasir selalu bilang Akun aku tidak valid? Biasanya masalah nya dari mana? Dan gimana penyelesaiannya? Soalnya butuh banget aplikasi dana ini buat jalanin bisnis 🙏,permisi kak bilang kali top up dana no dana kasir bilang akun valid masalah penyelesaiannya soalnya butuh banget aplikasi dana menjalani bisnis,
Upgrade kok sampai dua hari kerja emangnya sini mau utang dana tolong segera di cepatkan upgrade jangan bikin emosi ...tambah karyawan biar kerja baik ...,upgrade dua kerja memangnya utang dana cepatkan upgrade emosi tambah karyawan kerja baik,
"Maaf sy tidak puas sama sekali menggunakan e-walet link karna dana insentif kartu prakerja selalu molor dr tanggal estimasi, mohon maaf sy beri ulasan seperti ini tp memang seperti itu ada nya tidak saya saja banyak yg memakai link sampai saat ini dana insentif belum dapat dicairkan, hanya yg memakai e-walet link dana belum dapat cair sedangkan e-walet yang lain sudah cair sebelum tanggal estimasi",maaf puas menggunakan walet link dana insentif kartu prakerja molor tanggal estimasi maaf beri ulasan memakai link dana insentif dicairkan memakai walet link dana cair walet cair tanggal estimasi,
Kenapa saat saya buka aplikasi dana loadingnya sangat lama??? Saya sudah menunggu beberapa manit tapi tidak bisa masuk ke menu utama.. apa yang terjadi?? Sya baru saja meng update nya...,aplikasi dana loadingnya menunggu manit masuk menu utama terjadi meng update,
"Gua biasa kalo download aplikasi ga pernah kasih rating, cuma kali ini ngerasa kesal banget, saldo saya ada tapi ga bisa di gunain, di suruh update udh selesai pas kirim masih aja tulisan sistem sibuk sistem sibuk trusss, Kalo jadi gini kan ga guna aja pakek aplikasi ini, bukam mempermudah tapi mala menghambat",download aplikasi rating kali merasa kesal banget saldo gunain suruh update udah selesai pas kirim tulisan sistem sibuk sistem sibuk terus jadi pakai aplikasi bukam mempermudah mala menghambat,
"Apl dana sekarang gimana sih,masa kaku top up diamond saldo dah berkurang,tapi diamond ngga masuk,apl dana sekarang buruk,tolong dibenerin lagi aplnya,saya sangat kecewa dengan apl dana yang sekarang🤬",apl dana masa kaku top up diamond saldo berkurang diamond masuk apl dana buruk dibenerin aplnya kecewa apl dana,
"Untuk sekarang kegunaanya masih belum evektif. Sya coba belanja ke alfa, pada nolak, katanya belum bisa. Kalo ke beberapa tempat bisa, masalahnya tempat kerja ku deket alfa",untuk kegunaanya evektif coba belanja alfa nolak katanya tempat masalahnya tempat kerja ku alfa,
Sangat membantu. Semoga wacana ATM LinkAja. Gak akan terlaksana. Aamiin. Supaya memudahkan nasabah cek saldo dan kirim uang ke beda rekening tanpa biaya admin.,membantu semoga wacana atm linkaja terlaksana amin memudahkan nasabah cek saldo kirim uang beda rekening biaya admin,
"Ini saya edit lgi ulasan saya karena barusan saya kehilangan dalam aplikasi padahal saya ga melakukan transaksi apa pun harini,tiba tiba saldo berkurang udah coba hubungin semua kontak mulai dri WA IG dan email blom ada tanggapan.semoga disini cepat d tanggapi terimakasih.",edit ulasan barusan kehilangan aplikasi melakukan transaksi harini tiba tiba saldo berkurang coba hubungin kontak mulai whatsapp ig email tanggapan semoga cepat tanggapi terimakasih,
"semuanya sudah bagus ya, cuma tolong lah ya bug nya itu di kurangin. saya mau tf ke teman saya kok gabisa di pencet wifi saya sudah bagus, tetep aja gabisa tolong di perbaiki ya baru saya kasih bintang 5",bagus bug kurangi tf teman tidak bisa pencet wifi bagus tetap tidak bisa perbaiki bintang,
Pastikan data yang di masukkan sudah sesuai dengan data kamu di BCA Kenapa saya tidak bisa upgrade ke aktivasi plus ???? Data sesuai yang saya lampirkan sesuai data di BCA kenapa? Beneran apa tidak ini aplikasi SAKUKU app BCA ???,pastikan data masukkan sesuai data baca upgrade aktivasi plus data sesuai lampirkan sesuai data baca benaran aplikasi sakuku app baca,
"Apk ini tidak mengizinkan screenshoot Aneh amat, ntar klo tarik tunai buktiin nya lewat apa coba Apk aneh, auto UNINSTAL",aplikasi mengizinkan screenshoot aneh tarik tunai buktikan lewat coba aplikasi aneh auto uninstal,
Kenapa akun ovo saya tidak bisa dibuka.. Pas masukan security code selalu ada note gagal memuat konten? 😡😡padahal ini akun saya pribadi dan tdk pernah ganti security code,akun ovo dibuka pas masukan security code note gagal memuat konten akun pribadi ganti security code,
"Aplikasinya mantap dan sangat membantu..dan kalo boleh kasih saran,, tolong donk untuk fitur tv pay/tv kabel yang mohon dimasukin pembelian atau pembayaran paket/voucher K-VISION...makasi..",aplikasinya mantap membantu saran untuk fitur tv pay tv kabel dimasuki pembelian pembayaran paket voucher vision terima kasih,
