raw,processed,labels
Maaf agak kecewa... Kok gk bisaa isi plz maupun pembayaran di Lazada kenapa yah padahal saldo sudah terisi data sudah di lengkapi tapi kenapa tdk bisa,maaf kecewa gak isi plz pembayaran lazada ya saldo terisi data lengkapi,-1
Ovo sangat mudah di gunakan dan pelayanan serba cepat....jadi menurut saya sangat recomended bgt utk memudahkan transaksi2 kita dari rumah...,ovo mudah gunakan pelayanan serba cepat jadi menurut recomended banget untuk memudahkan transaksi rumah,1
Kemudahan dalam transaksi membuat pengguna dilayani akan kenyamanan pembayaran. DANA menjaga pengguna dengan pelayanan yang mengedepankan prinsip financial konsistensi. semoga DANA terus berkembang hingga sejajar dengan E-wallet lainnya.,kemudahan transaksi membuat pengguna dilayani kenyamanan pembayaran dana menjaga pengguna pelayanan mengedepankan prinsip financial konsistensi semoga dana terus berkembang sejajar wallet,1
"Aplikasi DANA ini wajib di UNINSTALL bagi seluruh rakyat indonesia . Karena kinerja sistem dan para team nya makin kesini kelihatan semakin buruk dan jelek . Dari cara penanganan masalah pengguna yang sudah menghubungi lewat email . Whatsapp . Dan telepon pun respon nya sangat lama dan banyak sekali yang tidak menemui solusi dengan kata lain gagal penanganan masalah bagi para customer / pengguna nya . Untuk DANA jika anda tidak mampu memuaskan para pelanggan , lebih baik anda MUNDUR .",aplikasi dana wajib uninstall rakyat indonesia kinerja sistem team kesini kelihatan buruk jelek cara penanganan masalah pengguna menghubungi lewat email whatsapp telepon respon menemui solusi kata gagal penanganan masalah customer pengguna untuk dana memuaskan pelanggan baik mundur,-1
"Mohon maaf, Saya bagi bintang satu, karena, saya melakukan pembayaran melalui kode QRIS, Saldo Dana Sudah terpotong, tetapi QRIS tujuan Belum Menerima Uang Dari Dana, Tanya di whatsapp di suruh ke email, Tanya ke email di suruh ke whatsapp Terus ninta tolong sama siapa payah 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",maaf bintang satu melakukan pembayaran kode qris saldo dana terpotong qris tujuan menerima uang dana tanya whatsapp suruh email tanya email suruh whatsapp terus ninta payah,-1
. Apk jjjjjjjjjjjjjjjjjjreeeeeeeeeeeeeeeeeellllllllllleeereeeeeeeeeeeekkkkkkkkkkkkkkkkkkkkkkkkk gila beneran . Banyak bgtt yg complen tidak bisa narik saldonya soalnya ada kata² sistem sedang sibuk mulu pada saat mau ngirim ke rekening bank,aplikasi jrelerek gila benaran banget complen menarik saldonya soalnya kata sistem sibuk terus mengirim rekening bank,-1
"sudah menghubungi cs by email, sudah kirim ktp dll, tpi tetap saja belum bisa upgrade ke primer karena ktp rusak",menghubungi cs by email kirim ktp dan lain-lain tetap upgrade primer ktp rusak,-1
"Tampilan aplikasi sangat mudah untuk dimengerti dan desainnya bagus. Aplikasi Link Aja juga dapat membayar pendidikan, jadi tidak perlu ke bank lagi untuk membayar UKT. Selain itu, bisa beli investasi juga.",tampilan aplikasi mudah untuk dimengerti desainnya bagus aplikasi link membayar pendidikan jadi perlu bank untuk membayar uang kuliah tinggal beli investasi,1
Awalnya bagus... Tapi kayakx aplikasi ini mencuri deh sumpah... Masa saldo 15 ribu. Top up 5 ribu.. Cek saldo d dana ko tinggal 11 ribu... Ngga naik mlah turun.,awalnya bagus kayakx aplikasi mencuri deh sumpah masa saldo ribu top up ribu cek saldo dana tinggal ribu naik turun,-1
"Dana burik lahhhh, msa beli pulsa saldo berkurang tp pulsa nggak masukk!!hbis itu dah nggak ada notif lg",dana burik masa beli pulsa saldo berkurang pulsa masukk habis notif,-1
"Aplikasinya ngeselin, mau transfer disuruh upgrade. Giliran mau di upgrade susah banget. Seperti mau ngurus ke capil aja. App lebay..",aplikasinya mengesalkan transfer disuruh upgrade giliran upgrade susah banget mengurus capil app berlebihan,-1
"Saya udah punya saldo di dana ,pas mau di tarik harus veripikasi ke premium ,pas di klik slalu gagal di upload foto ,udah coba klik di bantuan ga ada respon sampai sekarang jadi uang saya belom bisa di tarik",punya saldo dana pas tarik veripikasi premium pas klik gagal upload foto coba klik bantuan respon jadi uang tarik,-1
"Dulu pertama masuk DANA sedikit ragu,tp setelah saya masuk ke DANA ternyata sangat memuaskan dan tidak ragu lagi,kalau saja ada bintang 10 pasti saya kasih,pokoknya dua jempollah buat DANA,sukses selalu..salam dari saya.",pertama masuk dana ragu masuk dana ternyata memuaskan ragu bintang pokoknya dua jempollah dana sukses salam,-1
"Saya mau bertanya, apa di LinkAja sedang tidak bisa melakukan Pembayaran BPJS Kesehatan karena saya masukan nomor VA tidak bisa, padahal nomor VA (Virtual Account) sudah betul.",bertanya linkaja melakukan pembayaran bpjs kesehatan masukan nomor va nomor va virtual account betul,-1
"Sebuah aplikasi yang sangat sangat membantu dalam segala hal, dari mulai pembayaran digital seperti belanja online, beli pulsa, token listrik dll. Pokonya buat pihak aplikasi mohon pertahanin pelayanannya jangan sampai para konsumennya merasa kecewa🙏🙏🙏",aplikasi membantu mulai pembayaran digital belanja onlen beli pulsa token listrik dan lain-lain pokoknya pihak aplikasi pertahanin pelayanannya konsumennya merasa kecewa,1
"Selamat sore pak, bagaimana cara Buka Blokir linkaja? Soalnya sya lupa pin dan sdah terblokir lama, solusinya kah pak/ibu??",selamat sore pak cara blokir linkaja soalnya lupa pin terblokir solusinya kah pak ibu,-1
"ini gimana saya udah nunggu 24jam masa masih gabisa login, ada transaksi yg urgent malah diprosesnya lama, sudah diemail masih tidak membantu, malah disuruh nunggu mulu",menunggu jam masa tidak bisa login transaksi urgent diprosesnya diemail membantu disuruh menunggu terus,-1
Mantul banget skarang simpel praktis gk perlu bukak rekening ke bank cukup dengan apk link semua bisa gaes dan bisa tranfer ke semua bank lagi enak tuh gak ada admin pula Dan untuk link sendiri tingkatkan lagi ya kinerja nya semoga diberi panjang umur dan rejeki lancar......Amin.... Tolong ya agar 24 jam oprasional nya soalnya tman saya kadang minta pulsa tngah malam hehee ...,mantul banget simpel praktis gak perlu rekening bank cukup aplikasi link guys tranfer bank enak admin untuk link tingkatkan kinerja semoga diberi panjang umur rezeki lancar amin jam oprasional soalnya teman kadang meminta pulsa tngah malam hehee,1
"saran buat app sakuku,mohon untuk menambahkan fitur transfer bank bersama,seperti transfer ke bank BRI,Mandiri,Bank Sinarmas,Maybank,BNI,Dan Lainnya.,ini dapat memudahkan pengguna sakuku dalam transfer bank lain.",saran app sakuku untuk menambahkan fitur transfer bank transfer bank bri mandiri bank sinarmas maybank bni memudahkan pengguna sakuku transfer bank,1
Bagus tapi saran sy menu di perbanyak lg untuk transaksi onlain.seperti bayar/beli token listrik..dan dan bayar ke toko onlain..,bagus saran menu perbanyak untuk transaksi onlain bayar beli token listrik bayar toko onlain,1
"Beli pulsa proses trus saldo sudah terpotong pulsa tidak terkirim, beli token 100 ribu proses trus saldo sudah terpotong transaksi gk jelas no token gk ada,, PARAH",beli pulsa proses terus saldo terpotong pulsa terkirim beli token ribu proses terus saldo terpotong transaksi gak jelas no token gak parah,-1
"Saya membeli paket internet by.u dengan menggunakan Ovo, tertulis kalau transaksi harus dilakukan dalam waktu 30 detik. Tapi belum sampai 1 detik transaksi tidak bisa dilakukan. Saya tidak tau permasalahannya di aplikasi by.U atau Ovo, tapi hal seperti ini tidak pernah saya alami saat menggunakan ATM atau aplikasi G****",membeli paket internet by menggunakan ovo tertulis transaksi dilakukan waktu detik detik transaksi dilakukan tahu permasalahannya aplikasi by ovo alami menggunakan atm aplikasi,-1
"Admin saya mau Menganti nomor telpon saya karna nomor saya sudah di blokir, dan saya sudah memverifikasi KTP dan saya ingin menggunakan aplikasi dana untuk bertransaksi, mohon bantuannya untuk Menganti nomor telpon saya yang sudah di blokir Terima kasih Salah hormat",admin menganti nomor telpon nomor blokir memverifikasi ktp menggunakan aplikasi dana untuk bertransaksi bantuannya untuk menganti nomor telpon blokir terima salah hormat,-1
"Ada apa sih dgn DANA, setiap baru buka apk langsung keluar lagi. Udah update tapi tetep bgtu terus. Tolong dong dtanggapin, saya butuh melakukan transaksi",dana aplikasi langsung keluar update tetap terus dtanggapin butuh melakukan transaksi,-1
"Untuk developer, mohon di tambahkan fitur pengaman seperti finger print dan verifikasi wajah, dan untuk pin log in mohon di buat seperti VA tetangga tiap close atau tutup aplikasi langsung terkunci Terimakasih sebelumnya",untuk developer tambahkan fitur pengaman finger print verifikasi wajah untuk pin log va tetangga close tutup aplikasi langsung terkunci terimakasih,1
"Alhamdulilah Pihak Dana Sudah Me-Refund dan mengembalikan Saldo Dana Saya Kembali ,Tingkatkan Terus Kualitasmu Agar Selalu Terjaga Kepercayaan nya ,Dan Masukan Dari Saya Tolong Untuk Pihak CS agar lebih ditingkatkan lagi pelayanan ke konsemen nya biar tidak selalu sibuk mulu . Sukses slalu dana dan makasih banyak pengertian nya .",alhamdulilah pihak dana me refund mengembalikan saldo dana kembali tingkatkan terus kualitasmu terjaga kepercayaan masukan untuk pihak cs ditingkatkan pelayanan konsemen sibuk terus sukses dana terima kasih pengertian,-1
"Aplikasi mempersulit transfer uang,masa iya mau transfer ke rekening bank lain harus nunggu 1 bulan,lah terus itu kan uang saya",aplikasi mempersulit transfer uang masa transfer rekening bank menunggu bulan terus uang,-1
"Saya pengguna lama dana, dan gak pernah kecewa gunakan dana.. Kalo bisa tambahin dong free admin nya lebih dari 10x...klo bsa 20x aja.yah plis..hehe",pengguna dana kecewa gunakan dana tambahkan bebas admin ya plis he,-1
"Halo, mau tanya kak. Kenapa notifikasi di ovo tidak bisa muncul ya? Saya butuh sekali untuk memberi dukungan lewat trakteer.",halo tanya kak notifikasi ovo muncul butuh untuk memberi dukungan lewat trakteer,-1
"Kiriman saya pending dan saldo saya sudah terpotong.. saya sudah lapor pihak linkAja dan kirim email.. Jawabanya cuma kami akan segera memproses masalah anda, Tp kenapa tak kunjung di proses dan harus menunggu 14 hari? Keburu hilang target nya dan hilang uang nya.. Ini uang juga bukan uang kecil loh..",kiriman pending saldo terpotong lapor pihak linkaja kirim email jawabanya memproses masalah kunjung proses menunggu terlanjur hilang target hilang uang uang uang loh,-1
Kemarin masih nyaman tapi sekarang loading nya lama tap 1 kali tidak loading tap 2 kali sering ke Doble pas kirim uang sering juga minta pin 2 kali tau taunya uang yg ke kirimjga Doble 😭 Perbaiki lagi supaya respon cepat nih aplikasi ..,kemarin nyaman loading tap kali loading tap kali doble pas kirim uang meminta pin kali tahu taunya uang kirimjga doble perbaiki respon cepat aplikasi,-1
Kocak. Gk pernah dapet token/vocer diskon pdhl sering topup. Gk kaya pertama saya make dana. Dulu sering dapet diskon skrang mah gk ada pisan,kocak gak token vocer diskon topup gak kayak pertama memakai dana diskon mah gak,-1
Ingin menyampaikan pendapat. Semoga layanan syariah link aja bisa top up saldo dari BSI tanpa biaya admin,menyampaikan pendapat semoga layanan syariah link top up saldo bsi biaya admin,-1
"Baru download ovo, lalu Top Up, dan saya coba untuk isi pulsa. Tapi tidak bisa. Sudah saya lakukan berulang- ulang tapi tetap tidak bisa. Mohon bantu saya! Apa yang salah dengan OVO saya?",download ovo top up coba untuk isi pulsa lakukan berulang ulang tetap bantu salah ovo,-1
"apk nya bagus , sangat berguna dan lumayan lah untuk apk ini cuma hanya 1 masalah yaitu ketika waktu buka apk nya loading nya lama , jadi tolong di perbaiki & terima kasih",aplikasi bagus berguna lumayan untuk aplikasi masalah waktu aplikasi loading jadi perbaiki terima,1
