,tweet,labels
5550,alquran itu kitab cacat yang belum semuanya dijiplak dari bibel keburu muhammad mati diracun istri nya yang masih anak-anak berumur 15 tahun yaitu aisyah atas suruhan orang tua nya karena tidak tahan melihat si muhammad hipersex semua disikat menantu mertua semua di ewek muhammad .,-1
11559,kinerja buruk menteri ganggu elektabilitas jokowi,-1
2636,"menurut saya yang ditawarkan salah satu restoran di hotel hyatt regency ini adalah ambiance atau suasana lain untuk menikmati makanan . pelayanan tetap baik . para staf melayani dengan ramah dan sangat membantu . peristiwa yang diadakan saat saya mencoba makan malam di sini adalah asia timur . makanan jepang , korea , taiwan , thailand dan vietnam dihidangkan dan dimasak live oleh para koki . menarik .",1
6384,rudy ian . memang seekor anjing dan sebangsa .,-1
6295,transaksi beli pulsa pln pra bayar melalui mandiri mobile mjd tidak efisien karena harus telepon 14000 untuk dapat tidak token nya / tidak otomatis .,-1
1932,tempat nya nyaman untuk duduk berlama-lama karena penataan dan konsep tempat nya bagus . makanan cukup enak dan harga nya pun cukuplah dikantong . pelayanan nya bagus dan orang nya ramah-ramah .,1
17108,dah download tapi terpaksa uninstall sebab tak cover penang ,-1
10663,"tidak usah pakai sinetron berjilid - berjilidlah , hasil nya sudah bisa ditebak . bosan liat nya",-1
3596,paling kesal kalau jalan di gang sempit lalu yang depan jalan nya masyaallah bak putri solo syekali,-1
8446,mi kocoka nya enak banget . kaldu kuah nya berasa banget . pakai kikil sapi yang enak . harus nyobain nih .,1
13366,ya masak kepala2 negara ini mengecam jokowi di dpn umum iri mungkin iya ,-1
13058,kenapa nasib aku selalu malang ,-1
3145,"selalu suka kalau datang ke sini , pelayan nya oke , makanan nya enak-enak tapi sekarang sudah pada naik harga nya , dan live musik nya juga kece . terdiri dari 2 lantai tapi saya bingung , yang bawah ramai banget tapi di atas bisa sepi banget . makanan nya makanan barat dan ala indonesia , minuman nya juga beragam banget .",1
7972,setelah merek saya tidak mampu beli ternyata anda juga mengejek orang sunda dari kampung . lo pikir lo orang paling hebat ?,-1
6168,"menyenangkan sekali makan di sini , dijaminlah kalau lapar sekali sejam kemudian tidak bisa jalan karena kekenyangan silakan ambil apa pun secukupnya , toh kalau kurang masih bisa menambah . jangan terlalu berlebihan , karena sayang sekali jika tidak dimakan . semua makanan di sini enak , pelayanan ramah . jadi ayok dicobalah .",1
1794,"mi aceh goreng udang es teh tarik , enak banget . sejauh ini cie rasa loom adalah warung mi aceh terenak di kota bandung .",1
17887,sampai sini sajalah persahabatan kita ada kesalahan kita boleh tegur dan maafkan ada pula yang melampaui nilai keman ,-1
16719,gf u ni mmg babi babi babi babi bf gf dah lah tak hensem babi pulak tu pergi mampos jela ingat aku hadap ke kau ,-1
22797,Video ini kudapat dari temannya teman diulawesiuara Mbaknya bergetar manahan tangis karena mereka sebutuh itu deng ,-1
9058,"konsep restoran biasa saja , tapi harga minuman nya kok mahal banget . dimurahinlah dikit meskipun di daerah wisata hehe . jadi mikir berkali-kali buat beli .",-1
7640,tidak sakit,1
11945,kfc di dago ini tempat nya strategis sehingga sangat cocok untuk kumpul-kumpul dengan teman sambil menikmati french fries dan minuman yang dijual di sini .,1
13331,iya tulus itu coba saja kamu fokus bersihin jerawat biar pede lagi,1
9879,"kafe ini sering dijadikan tempat untuk nobar , sering nya untuk penggemar chelsea yang ada di bandung . makanan di sini enak dan murah . bisa dicoba nasi goreng nya . terakhir saya coba nasi goreng sunda nya enak . harga juga masih terbilang murah . di sini juga tersedia bakso . harga makanan mulai dari rp . 14.000 dan minuman mulai dari rp . 10.000 . tempat ini asik untuk nongkrong bareng teman-teman , atau ikut nobar .",1
7045,"ku ingin marah pada telkomsel , ada dua hari internet membabet kayak lepet ditali 200 putar . ku ingkan marah . di kota loh ini",-1
2998,"jika makan dengan orang tua saya , saya selalu memilih tempat yang aman dikarenakan selera orang tua saya yang cenderung pemilih . maka dari itu ketika waktu nya makan siang dan sedang berada di paris van java , saya pun langsung memilih restoran ini dikarenakan mereka suka dengan rasanya .",1
22084,jangan dong wkwk,-1
2569,makan di sini itu adem banget . tempat nya enak banget . makanan nya sih ya std . banyak spot buat foto-foto juga di sini .,1
11352,"kalau malam-malam lapar dan ingin makan , makanan yang sehat dan menghangatkan tubuh . bubur pak otong adalah pilihan yang tepat . bubur nya tidak encer , dengan suiran ayam yang besar besar . rasanya sudah cukup gurih . bumbu tambahan yang disediakan adalah , sambal , kecap asin merica . dan yang paling penting harga nya pun terjangkau . hehehe",1
14854,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe ,-1
23598,urusan keamanan keampuhan vaksin covid syarat utama proses vaksinasi direncanakan kepastian akses masyarakat distribusi vaksin tersedia direncanakan matang,1
6945,"pesan white yang dikirim gold , entah sengaja atau tidak teliti",-1
4509,"selalu padat makanan cepat saji favorit dari anak muda ampe keluarga , ayam nya enak gede pas buat yang sudah keliling shopping , hanya agak sedikit lama saat mengantar dan menunggu pesanan mungkin karena banyak pesanan kali ya , setimpal dengan pocketlah .",1
11676,"solaria di mana standarlah tetapi baru kali ini saya mengalami kejadian aneh , ketika memesan gordon bleu ayam nya gosong ketika dikomplain gosong kata pelayan nya di luar nya saja yang begitu pak di dalam nya enggak karena kesal saya bilang ini makanan kamu harus ganti dan saya tidak mau yang gosong begini saya disini bayar bukan gratisan akhirnya baru diganti . sudah seharusnya pelanggan dilayani dengan . lanjutan",-1
16603,aduhh budak baru kerja ni asal macam hyperactive sgt ke aku tak boleh masuk dengan orang n9 ckp pokek bona haa biaso sudah laa ,-1
3693,"indosatcare apa , di dm tidak pernah blues ini paketan yelow kata nya 1000 1 gb kok kepotong nya 10 ribu bagaimana nih ?",-1
7921,"pak jokowi tidak punya bukti , cuma punya janji",-1
19409,apa urusanmu menanyakan itu ,-1
13887,cinta itu bukan sekedar logika saling bersama tapi cinta lebih kepada menjiwai bersatunya kamu dan aku dalam indahnya semesta ,1
640,"lebih baik datang tidak di musim peak season , karena terasa riuh rendah belum lagi perjuangan mencapai tempat ini dari kemacetan di lembang . hari biasa , pengunjung tak terlalu banyak jadi tempat yang nyaman untuk merenung , meresapi keindahan alam . ada wahana bermain untuk anak-anak , ada tempat bersantap pribadi menghadap danau , lakukan dulu reservasi beberapa hari sebelumnya . bisa bersampan dengan orang yang kita sayang .",1
20325,allah temukan kita dengan macam macam orang kerana allah nak kita kuat jadi pilihla teman yang baik dan jaga sol ,1
12471,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak ,-1
9370,lama lama segel juga melihat militan nya demokrat .,-1
3358,siapa lagi kalau tidak pak jokowi dengan cak imin sebagai represantasi nahdhiyyin dan kader terbaik nu yang menjadi ketua partai . duet dahsat . awal kebangkitan nusantara dimulai dari nahdiyykan dan dan sionalis . semoga berkah untuk indonesia,1
959,kepemimpinan jokowi tidak ada apa apa nya daripada kepemimpinan suharto,-1
16577,aku jugaebel banged,-1
8256,alfamart adalah penjahat baru dalam dunia perdagangan,-1
22905,Pura pura tidak tau Pura pura bodo Adalah sikap aku ke kamu sebagai wujud masih ada toleransi akan sikapmu Jangan ,-1
23087,eh anjir gue tuh orang nya parno an banget deh dnger virus mematikan kayak siang gue mikir corona tuh benarbenar sih gue santuy minum temn kelupaan bawa tempa minum kls tr,-1
6795,fpi memang bajingan anjing ulama bangsat,-1
19070,semuanya harus santun dan acungkan jempol ketika masyarakat sudah memberikan akses sbg tanda terima kasih pak ,1
12436,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,-1
13388,bodola emma tak jadi aku nak murung harini ,-1
6543,"sudah setahun setelah terakhir bandung akhirnya saya makan di cost lagi . d cost adalah tempat makan favorit saya karena masakan nya enak , bersih dan harga nya murah . tapi setelah makan di di cost bin kemarin , yang saya dapati adalah menu-menu yang tidak ada atau habis . akhirnya saya dan keluarga hanya makan udang , tom yum dan sayur . rasanya jauh dari enak . tomyum nya tidak .",-1
14063,heh justru aku iri sama yang ambis aku tu ya sumpah ngantukan sekos nih sama2 anak fk ,-1
23313,berjalan pandemi selesai selesai penanganan lembek gaung vaksin masyarakat menggampangkan covid,-1
6397,dari segi rasa tidak jauh berbeda dengan batagor sejenis lainnya . mungkin karena sudah punya nama yang cukup terkenal jadi harga nya pun ikut menyesuaikan walaupun porsi nya tidak ikut menyesuaikan . buat kami mungkin bukan jadi pilihan utama untuk makan di sini .,-1
3949,saya ngomong begitu agar kalian sadar diri . kalian gagal paham . alquran itu hanya untuk arab,-1
6571,ini ada udang dibalik batu supaya anak nya itu dipilih jadi wakil presiden .,-1
16785,i can't breathe i can't eat i can't sleep aku hancur sebelum bertemu denganmu ,-1
15129,kok aku lebih seneng kalo kuliah pagi ya,1
13244,adik aku ni spesis mulut manis dgn gf tapi dengan aku mulut cam gampang geram aku ,-1
9138,"kami selalu makan di suis butcher , bersama keluarga . harga murah , rasanya pun tak kalah enak nya . kami sebenarnya lebih sering mengunjungi , suis butcher yang berada disekitar jalan riau . kalau yang di setia budi agak susah parkir nya . tapi secara keseluruhan baik rasanya toplah untuk harga yang murah meriah .",1
17788,kita putus ya kamu terlalu baik buat aku oh iya tentuuuu aku emang baik aku emang ga pantas sama kamu yang bajingan ,-1
7783,"pas datang ke sini tempat nya sepi . tetapi karena lapor mau tidak mau tetap masuk . ternyata daging bebek dan ayam nya enak . lunak . ditambah lagi banyak varian sambal nya . nasi nya nasi liwet , hangat . benar-benar mantap",1
18083,teluk palu punya model kanal tertutupehingga ketika air naik maka terus terkumpul dan semakin besar kekuatannya lipi,1
8357,"ini pertama kalinya saya ke kampung daun , restoran dengan konsep yang bagus , menggunakan konsep alam dan tradisional . makanan nya cukup enak , hanya saja karena waktu itu datang pada saat lebaran , jadi kami harus mengantre untuk makan di gazebo . secara keseluruhan baik , okelah .",1
5820,barang sudah tiba di tujuan cuma mudah panas . saya curiga ada kendala lain,-1
21857,why should you care bales aja kenapa harus kita yang mendem padahal bukan kita yang jahat tell her to ,-1
23139,masyarakat takut suntik vaksin covid diharapkan masyarakat takut disuntik vaksin virus covid,-1
20581,hati akan lapang insyaallah kalau kamu redha dgn pemberian dari allah allah beri aura indah pada wajah kamu janganlah m ,1
18047,ya samalah tu pak yg namanya nya mengambil punya orang tanpa ijin dan tanpa hak itu penjarahan atau maling namanya ,-1
4836,mantap bravo bu . tetap semangat buku . saya bangga pada wanita tangguh sprti ibu . aku banget mentri paling keren,1
9678,ya . siapa yang tidak tahu double steak ini . penganan berat berupa steak yang bagi saya tidak berat jadi masih termasuk camilan hehe . dibandingkan warung sebelah menurut saya rasa di sini lebih enak karena steak beef nya tidak dibalut tepung . saya sangat merekomendasikan saus blackpepper dan disandingkan dengan potato wedges extra sumpah saya kurang kenyang terus nih ahaha,1
5443,"orang suka prabowo itu apa nya , aku tidak mengerti karena menurut ku dia itu ambisous dan oportunis dan ku yakin ri bisa kembali ke orde baru jika dia jadi pres malah lebih parah .",-1
3986,"nyepi kan tidak tiap hari kakak , itu setahun sekali . tapi keributan azan ini tiap hari . bagaimana orang yang harus baru tidur jam 2 pagi ? tidak setiap orang tidur awal , tidak setiap orang gampang tidur .",-1
13533,aku cuma acah acah happy je depan kawan padahal life aku sunyi sepi tinggal cengkerik je bunyi ,-1
15055,aries jangan takut tuk mengambil keputusan ada harga yg harus kamu bayar tuk mendapatkan apa yg kamu inginkan ,1
15978,aku tengok niiiii rasa macam hati aku pun dipukul macam tu jugak weh sakittttttt kesian anjing tu ,-1
7072,"tempat oke , rasa makanan oke . untuk kumpul dengan teman sangat oke kerena di bandung utara dengan udara yang sejuk . yang mengganggu adalah perilaku koki di dapur yang kebetulan terlihat dari tempat duduk kami . saat menyiapkan makanan dia berulang kali mencicipi dengan jari ! sangat tidak higienis dan tidak pantas untuk kelas restoran seperti ini . manajemen harus memperhatikan higiene kebersihan dapur .",-1
21262,rezim apaan ini makin hancur nkri ,-1
7989,"rasanya enak porsi besar bumbu pas di lidah harga nyaman di kantong negatif nya karena yang berkunjung nya banyak , pelayanan nya lambat",1
8528,manis,1
2628,"restoran ini memang untuk kalangan menengah ke atas , harga yang ditawarkan kemahalan menurut saya , rasa makanan nya biasa saja , kelebihan nya karena pemandangan yang ditawarkan di sini , tempat ini memang cocok buat yang ingin makan sambil santai karena dari restoran nya yang menghadap ke lembah langsung . saya mencoba ke sini karena penasaran dengan review dan pemandangan nya yang bagus , untuk pemandangan memang oke banget .",1
3365,"politik mereka sekuler , meniadakan agama , menjual negeri , merendahkan ulama , terbukti mensejahterakan yang minoritas dan menyengsarakan yang mayoritas , ini berbahaya",-1
8379,makan di sini tempat nya enak . terutama bagian yang ada di luar dan lantai atas nya . saya suka dan waktu datang tidak buru buru karena tidak begitu lapar . santai menikmati pemandangan dan makanan nya juga lumayan enak .,1
19494,giveaway karena akueneng banget nct 127 bakal tampil peama kali di u as ot10 aku mau adain giveaway pulsa 25k ,1
9784,"sinyal nya ditambah , dong , daya nya . gambar kurang jelas nih di daerah : perum pantai mentari sby , lebak timur sby , dsk .",-1
7105,"jne mengecewakan , pengiriman lama",-1
8959,"mi di sini cukup enak dengan taburan ayam suir yang sangat halus apalagi ditemani dengan jus atau yoghurt stroberi nya yang sangat segar . namun untuk rasa mie nya , menurut saya masih ada yang lebih enak dibanding ini walau tempat ini memiliki rating yang sangat tinggi . harga nya juga tergolong lumayan mahal .",1
20129,berpartisipasi jotos2an antara mereka wkwkwkwkwkkkk,1
11876,untuk yang ingin makan di baso ceker braga hargan nya cukup . porsi tidak terlalu banyak . untuk tempat nya ramai karena dekat dengan perempatan jalan braga .,1
21603,msg2 dari kita punya pandangan sendiri2 ttg jalan mana yg harus kita pilihebagaimana tuhan menciptakan manusia d ,1
7319,"makanan lumayan , saya order spring roll agak oily , harga hidangan utama cukup mahal . bangunan unik tapi lokasi tidak terlalu bagus sehingga tempat nya selalu terlihat sepi . saat order sebaiknya menyampaikan nya lebih jelas , sebab yang terjadi pada kami , kami order 2 hitam tapi menerima 3 item . pelayan sangat ramah , tapi sikap kasir nya sedikit aneh . mungkin saya tidak akan kembali lagi . akan mencari restoran . lanjutan",-1
2885,ceria,1
10392,"lokasi nya mudah dicapai , dari jalan banda sebelah heritage outlet menyusuri jalan progo sampai ke ujung bertemu jalan cimanuk . tempat nya nyaman dan nuansa nya sejuk . wifi nya lumayan kencang . main course yang kami coba : fish chips , triple decker sandwich dessert : peach waffle dan lupa nama nya tetapi ada saus bluberry ice cream almond kopi : kilamangiro kopi es beraroma .",1
23528,top news koran rakyat merdeka kehalalan vaksin covid mui ruf amin berusaha rakyat tenang aman,1
21529,aamiin semoga saudara2 kita disana diberi ketabahan amp semoga kondisi palu kembali pulih aamiin agnation from bulukumba,1
4098,"restoran winner bratwurst ini menu andalan nya adalah sosis nya , yang rasanya sangat enak . menu lainnya pun patut anda coba karena mayoritas rasanya enak . lokasi restoran ini agak jauh dari pusat kota , sehingga bila anda tidak membawa kendaraan sendiri , akses ke sini cukup sulit . harga makanan di sini sebanding dengan rasanya .",1
3615,gue setuju buat adu domba jokowi sama megawati biar indonesia bisa maju lagi .,-1
17364,pahamlah aku ,1
2136,"pilihan tepat saya makan malam di restoran ini , makanan nya enak staf nya ramah pemandangan nya luar bisa .",1
10142,"saya tidak sengaja menemuka warung bakso dan batagor di jalan serayu ini saat melewati jalan brantas yang ada di samping jalan serayu . saat itu saya penasaran melihat ada banyak orang dan sepeda motor terparkir di pinggir jalan di sudut jalan serayu . keramaian itu membuat saya penasaran , dan saya pun berbelok menuju pusat keramaian itu untuk menghilangkan rasa penasaran .",1
604,bagus nya kalau peduli atas pelaku lgbt kita gelar rajam lempar batu di monas buat pelaku lgbt biar yang lainnya tobat dan darah nya dapat mengampuni khilaf nya,-1
4201,"sembari belanja di supermarket setiabudi , saya juga makan di the kiosk yang berada di belakang supermarket . banyak pilihan makanan khas bandung seperti mie kocok , bubur ayam , combro dll. rasanya cukup enak lah dan mempermudah kita bila ingin mencoba beberapa jajanan bandung dan berada dalam satu lokasi . tempat duduk nya cukup nyaman dan pelayanan nya juga cukup baik .",1
14990,aku jenis cepat marah tapi cepat sejuk balik marah aku tu tak lama punebab nanti aku akan rasa serba salah even bukan sal ,1
12402,nampak la org lain semua dp gambar kawen dengan husband aku je dp gambar ambik sendiri ,-1
7304,"pancake nya enak banget di sini ! selain itu , saya juga coba salmon steak nya , enak juga . menurut saya restoran ini termasuk yang saya akan ku njungi lagi . anak-anak saya suka banget pancake nya . bisa bikin kartu diskon di sini , cuma berhubung saya lupa terus mencetak konfirmasi jadi belum diambil-ambil __laugh__ . bagaimana pun , rekomendasi deh .",1
5969,"kalau lagi ke sby mesti menyempatkan makan di teras mertua , langganan zaman kuliah dulu tempat nya enak , masakan nya pas di lidah",1
1487,woi goblok . lgbt penyakit yang harus di musnahkan . itu kata islam .,-1
8927,"produk acer murah-murah sih , kualitas juga bisa banget bersaing , gue nyaman pakai nya",1
18672,bursa inovasi ini semoga makin menjadikan potensi potensi desa lebih bermakna dan memberikan ribuan manfaat untuk k ,1
10576,"salut sama bu risma , keberanian sama dedikasi nya untuk indonesia patut dicontoh .",1
14295,hari ini aku tak akan menunda lagiemakin aku menunda semakin aku galau tanpa guna anak muda harus cepat ,1
19935,askmf ternyata bener ya orang yang paling kita percaya justru yang paling bikin kita kecewa ,-1
4291,saya mencoba spicy prawn . menu ini berupa nasi bakar dengan bumbu tom yam dan telur telur nya bisa pilih mata sapi atau dadar . saya coba dengan telur dadar . nasi bakar nya enak . rasanya asam pedas . bumbu nya cukup terasa . cocok buat makan siang . suasana resto juga enak . cocok untuk keluarga . harga nya tidak mahal dan pas dengan kantong mahasiswa .,1
16986,aku gak suka ambil pusing aku sukanya kamu jadi tolong jangan bikin pusing ,1
6936,saya sengaja datang ke kafe madtari untuk sarapan . menu yang saya pilih indomie goreng korned dan es susu coklat . yang datang adalah indomie goreng dengan topping korned yang hampir menutupi indomie nya karena saking banyak nya . senang sekali dengan kemurahan hati dalam pemberian topping nya . hahahaha sayang nya kornet nya tidak digoreng / diberikan sedikit bumbu garam sehingga terasa sedikit hambar . namun saya tidak kapok untuk balik lagi .,1
9026,sudah ratakan saja kos runsuki dan buang anak-anak ke empang,-1
17430,kalau suatu saat nanti kamu rindu padaku maukah kamu memberitahu aku agar aku bisa langsung berlari menemuimu ,1
20053,yg nyebar hoax juga mas mereka nyebar hoax jg pasti punya tujuan tertentu ,-1
6917,tidak sempit,1
15792,i miss my bestfriend time sekolah rendah ainin dah plan taknak lupa diri bila pindah sekolah tapi pernah gaduh an ,-1
13822,ya tuhan semoga aku dijauhkan dari manusia yang tak setia dan suka curang amin ,-1
21995,bersyukurlah kita sebagai rakyat malaysia ,1
22564,hayang leweh ajeeggggg,-1
5633,"tempat nya sangat bagus , udara nya sejuk . antrian nya lama , makanan nya juga lama dan rasa makannan nya biasa saja dan mahal",1
1442,"sontoloyo panser satu itu yang bakar bendera tauhid . ups maaf saya keceplosan , habis nya saya kesal sih .",-1
11545,kami warga riau sakit hati dibilang anti pancasila oleh oknum padahal saham terbesar pejuang kemerdekaan bangsa nkri adalah mayoritas umat muslim ayo warga riau laporkan oknum tersebut . ke polda masing-masing,-1
7941,"daripada agama lu , masa beribadah cuman1 kali seminggu goblok lu",-1
3351,makanan untuk di resto ini cukup enak dan bisa pilihan nya sangat banyak dan apalagi bisa milih makanan nya . pelayanan sangat baik dan sangat tanggap pelayanan nya . sajian nya sangat cepat menurut saya . rekomendasi sekalilah makanan di sini .,1
18290,tmj tak berani sebut nama chedet perangai baling batu sembunyi tangan dan pukul lari ni serupa perangai budak belum mata ,-1
4306,tidak asik,-1
9407,"bagaimana tidak sedih . kotor luar biasa kayak gini : oh , nyang nyang beach :",-1
868,kafe yang cocok buat muda mudi yang sedang menjalani masa pendekatan ataupun sudah pacaran tempat nyaman dan enak makanan dan minuman nya pun tidak terlalu bikin kantong bolong cocok banget untuk tempat nongkrong bareng teman ataupun sodara . ingin elegant tidak perlu mahal .,1
9651,"pertama kalinya dinda makan burung puyuh rasanya sih kayak ayam gitu tapi lebih gurih , ada 2 tipe burung puyuh yang lokal dan francis kita pilih yang francis karena lebih gede dan look mode delicious dengan menambah 10 ribu moreless . sambal nya beraneka ragam cuma paling enak sambal rawit nya . ada yang paketan begitu ayam burung puyuh sayur asam dan tahu tempe 50 rb",1
14149,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku dah tak kuat semb ,-1
20947,teacher noriha untuk kita dapatkan kejayaan yang besar kita kena korbankan banyak perkara2 kecil ,1
21409,jika kamu berdoa jangan meminta kehidupan yang mudah tetapi mintalah kepada tuhan untuk menjadikanmu pribadi yang kuat ,1
7110,"zoe food coffee and library ini merupakan salah satu kafe yang sangat cocok untuk anak muda , karena selain menikmati makanan dan minuman , kita bisa membaca comics sembari makan . comics yang disediakan juga cukup beragam dan sangat murah . harga makanan dan minuman yang ditawarkan di kafe ini juga sangat sangat terjangkau . rasa juga cukup lumayan .",1
19362,diinbox kok gadibales orang apa monyet ,-1
20406,masih ada kok membekas bagaimana mereka posting black campaign tujuannya satu agar pengagungnya menang,-1
14558,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab ,1
13790,aku akan menunjukkan bahwa memilih bertarung dengan fairy tail adalah sebuah kesalahan natsu dragneel fairytail,-1
7120,lama lama segel juga melihat militan nya demokrat . gerak nya gitu-gitu aja,-1
10501,"saya sependapat , acara tersebut harus dilenyapkan , banyak acara yang tidak berguna . misalkan pesbuker . orang-orang dalam acara nya pun bertingkah seperti orang tidak sekolah saja .",-1
22089,enggak usah bersikap seolah olah kamu penuh dengan teka teki kamu diem aja kadang aku gak ngerti ,-1
8229,"saya tahu ada kabar bakso yang lagi nge hits di bandung dari teman . kata nya enak benar . saya pun penasaran untuk mencoba nya . lokasi : sangat strategis terletak di jalan du , kebetulan saya mencoba cabang du tempat : sangat nyaman , berbeda dengan tempat bakso biasanya . nampak lebih keren dengan tertata dan terkonsep . rasa bakso : saya order bakso super urat . dan rasanya memang urat sekali ! enak .",1
20009,hati orang kita tatang penuh kasih sayang hati kita orang campak dalam longkang ,1
10721,"bakso nya banyak pilihan nya , banyak dan tidak monoton , tempat nya nyaman yang paling kami suka bakso isi sambal pedas nya mantap .",1
2656,tempat nya benar-benar nyaman baik staf maupun interior nya . makanan nya pun lumayan beragam dan rasanya juga tidak mengecewakan . jangan lupa untuk mampir ke sini bila anda main ke lembang,1
17325,kamu kemana aja sampe saat ini ko ngga ada kabarnya ,-1
18474,welcome welcome kau itu manusia apa keset ,-1
1114,"lokasi mudah dijangkau , penataan restoran average , menu makanan lumayan variatif dan rasa masakan nya enak , harga terjangkau",1
14233,rindu aku tu,-1
11389,semua makanan nya enak . pelayanan nya benar-benar excellent . tempat nya mudah ditemukan . benar-benar raja nya masakan sunda,1
7462,"sesuai nama nya paskal food market , pusat kuliner ini terletak di daerah pasir kaliki , di sebelah dalam per square . lahan sangat luas , dapat menampung banyak pengunjung . meja dan kursi tertata rapi , ada air mancur , ada saung dan banyak lampion . pilihan makanan cukup banyak dan harga terjangkau . ada gado-gado , mi tak tek , mie kocok , pasta , soto sulung , nasi campur , dan otak-otak .",1
1835,bang fadli dan fahri hamzah mumpuni dan top banget,1
20450,sayang kamu sudah bukan yuqi lagi wkwk,1
8738,"salah satu tempat makan sunda favorit saya . ayam goreng nya enak , campur sambal tomat dan nasi hangat makin nikmat . selalu ramai kalau ke sini apalagi sabtu dan minggu .",1
13915,halo aku bs dm ga aku jg di di maki2 kek kampang aja ni orang kurang ajar udah aku laporin dia ke pih ,-1
4024,ini tempat paling jago menyediakan semua jenis indomie dan roti bakar . favorit saya indomie goreng telur kornet keju .,1
22740,Apapun Pilihan Politikmu Kita Tetap Bersaudara Mari Wujudkan Pileg dan Pilpres 2019 Aman Damai danejuk PolriProm ,1
5617,"kopi dan makanan lumayan enak , tapi banyak tikus lari-lari . menjelang sore malam selalu penuh , tapi tidak ribut . tidak sesuai untuk minum kopi sambil baca buku karena pencahayaan minim .",-1
19702,menurut kalian foto begini norak apa gak yang salah sebenernya ketidak tahuan tentang menyentuh biota laut salah sat ,-1
4462,"merupakan resto vintage dengan harga yang cukup terjangkau . pasar dan pilihan es krim nya sangat bervariasi serta enak . rhum raisin merupakan salah satu pilihan es krim yang cukup direkomendasikan . untuk pastry , eclair dan picnic roll nya dapat membuat ketagihan . selain makanan penutup , resto ini juga menyediakan makanan utama yang bervariasi .",1
16523,kamu bebas mencibir menjelek2kan pemerintah sampai kamu nungging2 muntah2 giliran pemerintah memberi hak rakyat untu ,-1
1972,"terima kasih sudah memberikan ruang bagi perokok seperti saya , dan pemandangan yang diberikan sangat menarik . usulan dari saya , variasi pada sarapan sarapan diperbanyak lagi . terima kasih",1
20509,kome lapor jom orang kuala kangsar dan orang perak dan seluruh warga malaysia moh kita serbu di warung kak engku w ,-1
16254,aku kangen taeboongie ,-1
3835,soal cpns sekarang bikin susah,-1
8788,bapao minimal yen sejak kecil : saya sudah sering beli . ini alamat nya di gardujadi . yang saya sering beli adalah bapao manis . asin dan siomay nya . semuanya enak .,1
3933,indomie soto koya nikmat nya bukan main,1
11410,"saya pernah mendapat perlakuan yang tidak mengenakkan dari pihak hotel . saat itu saya geram dan marah kepada pelayanan mereka karena saking buruk nya . saya tidak mengerti kenapa bisa ada hotel yang berani mencuri barang . jika sudah seperti itu , tidak akan ada lagi orang yang mau tinggal di hotel itu .",-1
21040,tetapjkw lakukanlah seluruh aktivitas kita dengan penuh cinta dan hanya mengharapkan keridhaan nya sehingga a ,1
92,"sate kambing dan gulai kambing nya maknyus , penyajian makannan nya juga sangat cepat . tempat nya cukup bersih",1
6491,"kimberly ryder : jatuh cinta sama produk lips tatto dari warna nya cantik banget , lebih tahan lama",1
9515,"deliciosoo ! saya pesan okonomiyaki dan es jelas nya . senang rasanya menemukan makanan enak dan murah . untuk lokasi nya sendiri cukup strategis karena dekat sekali dengan paris van java , tempat nya pun cukup luas dan adem . menu-menu di sini kebanyakan japanese makanan . pokok nya kalau ke bandung harus cobain ya ke kedai ling-ling !:",1
1325,"konsep nya tempat nya unik , simpel , dan nyaman . persis nya di seberang jonas foto / belakang gedung sate . waitress - nya ramah dan nampaknya dilatih untuk mengingat pesanan tanpa mencatat . karena kami berempat , lumayan menantang jadi nya . pie jadi menu utama . tapi sajian lain juga cukup banyak variasi nya . termasuk salah satu menu nya ; roasted half baby chicken .",1
13462,senarnye aku takut kalau pegi mana2 sorg jerr huhu,-1
23843,vaksin covid gratis maaf niatnya kebaikan masyarakat ya langsung umumkan digratiskan negara masyarakat manfaatnya twit pakai iklan fyi,1
491,secara umum tidak ada yang spesial dengan menu yang ditawarkan oleh coco rico . saya memesan sirloin steak medium baik dan carbonara spaghetti . untuk carbonara menurut saya lumayan dengan porsi yang cukup besar sedangkan steak nya agak kenyal . menurut saya tempat ini lebih cocok untuk yang akan berkumpul sambil menikmati lampu-lampu kota bandung di kejauhan .,1
3232,"pak prabowo , saya harap bapak bisa jadi presiden biar bisa menuntas kemunafikan",1
23596,vaksin buatan bangsa diharapkan mengobati pasien covid mudah an ya,1
10503,"suasana zaman dahulu dengan interior yang hommy . namun dari sisi makanan biasa saja rasanya . dekat dengan tempat saya menginap di belgareti guesthouse , jalan boscha v . boleh untuk alternatif makanan .",1
13806,wow ni teruk sangat ni tapi aku rasa lagi sakit kalau kacang lupakan kulit haa gituu,-1
1065,turunkan anies baswedan dan sandi uno yang tidak becus membereskan jakarta !,-1
3836,tidak bangga,-1
13913,wkwk aku yo sok ngono btw ,1
19665,tua sekali pak edi tak lulus2 btw2 apa1 dia kalo2 masi wajar,-1
